,County,Water_Body_Name,Landmark,Advisory Level,Advisory_Date_of_Recommendation,AdvisoryDetail,Advisory_Detail_Description,Bloom_Date_Created,Bloom_Report_ID,Advisory Level.1,AdvisoryLevelDescription,Contact_Organization,County.1,Landmark.1,Observation_Date,Rec_Land_Manager,Regional_Water_Board,Water_Body_Manager,Water_Body_Name.1,DetailStaticText,Bloom_Longitude_Corrected,Bloom_Latitude_x,Bloom_Latitude_y,Bloom_Longitude
417,San Joaquin,Victoria Canal,near Union Point (VCU),Last verified >30 days ago,10/11/2024,Advisory based on visual and toxins; Updates from routine monitoring program-organization,"Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",1/11/2023 16:26,3961,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Dept of Water Resources,San Joaquin,near Union Point (VCU),1/1/2023 0:00,,Region 5 - Central Valley,California Department of Water Resources,Victoria Canal,Detail,-121.5,37.9,,
418,San Joaquin,Atascadero Lake,Mr. Putters Boathouse,Last verified >90 days ago,7/16/2024,Suspected illness reported,"Suspected illness was reported and is under investigation by the Interagency HAB-related Illness Workgroup, no determination has been made.",7/16/2024 10:26,4610,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,CA Dept of Fish and Wildlife,San Luis Obispo,Mr. Putters Boathouse,7/16/2024 0:00,City Department,Region 3 - Central Coast,Unknown,Atascadero Lake,Detail,-120.7,35.5,,
419,San Joaquin,Laguna Lake,at dock near Lake Side Trail (310LAGDOC),Last verified >30 days ago,8/26/2024,Testing results below posting triggers,Water testing of samples resulted in no exceedance of an advisory trigger threshold.,5/26/2022 11:29,3406,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Central Coast Regional Water Board,San Luis Obispo,at dock near Lake Side Trail (310LAGDOC),5/16/2022 0:00,,Region 3 - Central Coast,,Laguna Lake,Detail,-120.7,35.3,,
420,San Joaquin,Lake Nacimiento,Lake Nacimiento at day use area,Last verified >30 days ago,8/26/2024,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",6/30/2022 15:35,3503,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,,San Luis Obispo,Lake Nacimiento at day use area,6/23/2022 0:00,,Region 3 - Central Coast,,Lake Nacimiento,Detail,-120.9,35.8,,
421,San Joaquin,,Lake Nacimiento at main marina launch,Last verified >30 days ago,8/26/2024,Rec algal mat general awareness; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water Boards recommends posting of “algal mats general awareness sign” for HABs at this site and nearby access points.",5/27/2022 9:42,3427,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Central Coast Regional Water Quality Control Board,San Luis Obispo,Lake Nacimiento at main marina launch,5/19/2022 0:00,,Region 3 - Central Coast,,Lake Nacimiento,Detail,-120.9,35.8,,
422,San Joaquin,Lopez Lake,at Cottonwood Cove (310LPZCOT),Last verified >90 days ago,6/28/2024,Lake-wide advisory; Updates from routine monitoring program-organization,"Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",5/26/2022 11:36,3408,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Central Coast Regional Water Board,San Luis Obispo,at Cottonwood Cove (310LPZCOT),5/16/2022 0:00,City Department,Region 3 - Central Coast,Unknown,Lopez Lake,Detail,-120.5,35.2,,
423,San Joaquin,,Lopez Lake,Last verified >90 days ago,6/25/2024,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",8/12/2022 10:46,3624,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,San Luis Obispo,Lopez Lake,8/11/2022 0:00,,Region 3 - Central Coast,,Lopez Lake,Detail,-120.5,35.2,,
424,San Joaquin,,Lopez Lake at Ranger dock (310LPZRDK),Last verified >90 days ago,6/28/2024,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",12/9/2022 9:16,3830,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,San Luis Obispo,Lopez Lake at Ranger dock (310LPZRDK),11/29/2022 0:00,,Region 3 - Central Coast,,Lopez Lake,Detail,-120.5,35.2,,
425,San Joaquin,,various locations across lake,Last verified >30 days ago,8/26/2024,Lake-wide advisory,Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.,7/5/2024 9:11,4567,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,County of San Luis Obispo,San Luis Obispo,various locations across lake,7/4/2024 0:00,,Region 3 - Central Coast,,Lopez Lake,Detail,-120.5,35.2,,
426,San Joaquin,Oso Flaco Creek,Oso Flaco Creek at beach,Last verified >30 days ago,8/26/2024,Floating/planktonic bloom observed; Updates from routine monitoring program-organization,"Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",5/26/2022 11:25,3404,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Central Coast Regional Water Quality Control Board,San Luis Obispo,Oso Flaco Creek at beach,5/16/2022 0:00,,Region 3 - Central Coast,,Oso Flaco Creek,Detail,-120.6,35,,
427,San Joaquin,Oso Flaco Lake,Oso Flaco Lake boardwark at first alcove,Last verified >30 days ago,8/26/2024,Floating/planktonic bloom observed; Lake-wide advisory; Updates from routine monitoring program-organization,"Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.  Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",5/26/2022 11:27,3405,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Central Coast Regional Water Quality Control Board,San Luis Obispo,Oso Flaco Lake boardwark at first alcove,5/16/2022 0:00,,Region 3 - Central Coast,,Oso Flaco Lake,Detail,-120.6,35,,
428,San Joaquin,Santa Margarita Lake,"Santa Margarita Lake at Marina, main launch",Last verified >30 days ago,8/26/2024,Rec general awareness; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water Boards recommends posting “general awareness sign” for HABs at this site and nearby access points.",5/27/2022 10:17,3430,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Central Coast Regional Water Quality Control Board,San Luis Obispo,"Santa Margarita Lake at Marina, main launch",5/19/2022 0:00,,Region 3 - Central Coast,,Santa Margarita Lake,Detail,-120.5,35.3,,
429,San Joaquin,Unnamed pond,SE Hwy 58 off Blue Ridge Rd,Last verified >90 days ago,5/24/2024,Under investigation,This report is under investigation.,5/22/2024 15:29,4488,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,San Luis Obispo,SE Hwy 58 off Blue Ridge Rd,5/22/2024 0:00,,Region 3 - Central Coast,,Unnamed pond,Detail,-120.5,35.4,,
