County,Water_Body_Name,Landmark,Advisory Level,Advisory_Date_of_Recommendation,AdvisoryDetail,Advisory_Detail_Description,Bloom_Date_Created,Bloom_Report_ID,Advisory Level,AdvisoryLevelDescription,Contact_Organization,County,Landmark,Observation_Date,Rec_Land_Manager,Regional_Water_Board,Water_Body_Manager,Water_Body_Name,DetailStaticText,Bloom Longitude Corrected,Bloom_Latitude
Monterey,Salinas River,Salinas River Diversion Structure near ReGen Monterey,Last verified >90 days ago,7/15/2024,Suspected illness reported; Under investigation,"Suspected illness was reported and is under investigation by the Interagency HAB-related Illness Workgroup, no determination has been made.  This report is under investigation.",7/12/2024 16:47,4596,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,CA Dept of Fish and Wildlife,Monterey,Salinas River Diversion Structure near ReGen Monterey,7/9/2024 0:00,,Region 3 - Central Coast,,Salinas River,Detail,-121.75073,36.70916
Monterey,San Antonio Lake,San Antonio Lake north and south shore recreational areas,Last verified >30 days ago,8/26/2024,Lake-wide advisory,Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.,7/9/2024 15:08,4572,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Co. Monterey Env Health Dept,Monterey,San Antonio Lake north and south shore recreational areas,7/8/2024 0:00,County Environmental Health Department,Region 3 - Central Coast,,San Antonio Lake,Detail,-120.92128,35.81212
Napa,Lake Hennessey,Lake Hennessey along Sage Canyon Road,Last verified >90 days ago,4/4/2024,"Suspected bloom, investigation ongoing","A suspected harmful algal bloom was reported, an investigation is underway and this report will be updated once info is provided by the responding organizations.",4/3/2024 10:36,4444,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Napa,Lake Hennessey along Sage Canyon Road,3/31/2024 0:00,,Region 2 - San Francisco Bay,,Lake Hennessey,Detail,-122.35607,38.48367
Napa,Napa River,Napa River at Yountville Ecopreserve,Last verified >90 days ago,6/27/2024,No cyano bloom w/testing,Water testing of samples did not detect presence of harmful algal bloom produced by cyanobacteria.,5/20/2022 12:04,3335,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,San Francisco Bay Regional Water Quality Control Board,Napa,Napa River at Yountville Ecopreserve,5/11/2022 0:00,,Region 2 - San Francisco Bay,,Napa River,Detail,-122.70847,38.00513
Napa,Napa River,Napa River at Zinfandel Lane,Last verified >30 days ago,8/28/2024,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",6/27/2024 9:13,4535,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Napa ICARE,Napa,Napa River at Zinfandel Lane,6/20/2024 0:00,,Region 2 - San Francisco Bay,,Napa River,Detail,-122.42560,38.49549
Napa,Napa River,Napa River ecology reserve by Yountville Cross Rd,Last verified >30 days ago,8/28/2024,"No cyano, other algae present.",Water testing of samples indicated no harmful algal bloom produced by cyanobacteria was present. Other types of nuisance algae are present that are not known to produce toxins.,8/28/2024 10:29,4684,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Napa ICARE,Napa,Napa River ecology reserve by Yountville Cross Rd,8/20/2024 0:00,,Region 2 - San Francisco Bay,,Napa River,Detail,-122.35298,38.41897
Napa,Redwood Creek,Redwood Creek at Alston Park (206RED140),Last verified >90 days ago,6/27/2024,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",6/27/2024 9:22,4536,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Napa ICARE,Napa,Redwood Creek at Alston Park (206RED140),6/18/2024 0:00,,Region 2 - San Francisco Bay,,Redwood Creek,Detail,-122.34842,38.32486
Nevada,Boca Reservoir,Last Pullout Before Boca Rest Campground,Last verified >30 days ago,10/9/2024,Advisory based on visual and toxins,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,6/30/2023 11:46,4214,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,,Nevada,Last Pullout Before Boca Rest Campground,6/19/2023 0:00,,Region 6 - Lahontan,,Boca Reservoir,Detail,-120.08797,39.41662
Nevada,Lake Wildwood,marina,Last verified >90 days ago,5/22/2024,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",5/22/2024 8:10,4487,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Nevada,marina,5/15/2024 0:00,,Region 5 - Central Valley,,Lake Wildwood,Detail,-121.21416,39.24111
Nevada,Prosser Creek Reservoir,Lakeside Campground,Last verified >30 days ago,10/9/2024,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",6/30/2023 11:52,4216,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,,Nevada,Lakeside Campground,6/19/2023 0:00,,Region 6 - Lahontan,,Prosser Creek Reservoir,Detail,-120.16747,39.38240
Orange,Cold Stream Canyon,Cold Spring Canyon above Devil Cyn Creek,Last verified >90 days ago,5/10/2024,,,5/10/2024 8:40,4471,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,CALIFORNIA DEPARTMENT OF FISH AND WILDLIFE,Orange,Cold Spring Canyon above Devil Cyn Creek,5/3/2024 0:00,,Region 9 - San Diego,,Cold Stream Canyon,Detail,-117.43071,33.49366
Orange,San Diego Creek,San Diego Creek Randon SMC Site 19486,Last verified >90 days ago,5/3/2024,,,5/3/2024 9:05,4458,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Orange,San Diego Creek Randon SMC Site 19486,4/23/2024 0:00,,Region 8 - Santa Ana,,San Diego Creek,Detail,-117.82699,33.67626
Placer,Dollar Creek Reservior,Dollar bike path where it crosses Dollar Creek,Last verified >90 days ago,8/13/2024,Testing results below posting triggers,Water testing of samples resulted in no exceedance of an advisory trigger threshold.,8/5/2022 16:40,3611,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,California Tahoe Conservancy,Placer,Dollar bike path where it crosses Dollar Creek,8/4/2022 0:00,,Region 6 - Lahontan,,Dollar Creek Reservior,Detail,-120.10874,39.20111
Placer,Lake Clementine,Upper Lake Clementine Beach,Last verified >30 days ago,9/24/2024,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",5/25/2022 11:37,3387,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,CA State Parks and Recreation,Placer,Upper Lake Clementine Beach,5/16/2022 0:00,,Region 5 - Central Valley,,Lake Clementine,Detail,-120.97233,38.96767
Placer,Lake Estelle,Alpine Meadows,Last verified >30 days ago,8/21/2024,Lake-wide advisory; Visual monitoring only-present bloom,Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.  Visual observation of harmful algal bloom from shoreline or boat. Water testing was not conducted to measure toxicity of bloom according to statewide guidelines. Contact the water or land manager listed above to request water testing due to the confirmed visible bloom.,8/20/2024 8:06,4662,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,,Placer,Alpine Meadows,8/19/2024 0:00,,Region 6 - Lahontan,,Lake Estelle,Detail,-120.24998,39.16377
Placer,Lake Tahoe,Commons Beach,Last verified >30 days ago,8/27/2024,Visual monitoring only-absent bloom,"No bloom was observed at this location from the shoreline or boat. Therefore, no water testing to measure for bloom associated toxins was conducted. Check upstream lakes or channels for presence of a bloom since bloom material and toxins can be transported downstream.",7/3/2024 8:03,4548,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,,Placer,Commons Beach,6/26/2024 0:00,,Region 6 - Lahontan,,Lake Tahoe,Detail,-120.14146,39.16963
